GEO_ID_2,GEO_ID,MSA,POP_M_15_19,PER_M_15_19_MAR,PER_M_15_19_WID,PER_M_15_19_DIV,PER_M_15_19_SEP,PER_M_15_19_UNMAR,POP_M_20_34,PER_M_20_34_MAR,PER_M_20_34_WID,PER_M_20_34_DIV,PER_M_20_34_SEP,PER_M_20_34_UNMAR,POP_M_35_44,PER_M_35_44_MAR,PER_M_35_44_WID,PER_M_35_44_DIV,PER_M_35_44_SEP,PER_M_35_44_UNMAR,POP_M_45_54,PER_M_45_54_MAR,PER_M_45_54_WID,PER_M_45_54_DIV,PER_M_45_54_SEP,PER_M_45_54_UNMAR,POP_M_55_64,PER_M_55_64_MAR,PER_M_55_64_WID,PER_M_55_64_DIV,PER_M_55_64_SEP,PER_M_55_64_UNMAR,POP_M_65_OVER,PER_M_65_OVER_MAR,PER_M_65_OVER_WID,PER_M_65_OVER_DIV,PER_M_65_OVER_SEP,PER_M_65_OVER_UNMAR,POP_F_15_19,PER_F_15_19_MAR,PER_F_15_19_WID,PER_F_15_19_DIV,PER_F_15_19_SEP,PER_F_15_19_UNMAR,POP_F_20_34,PER_F_20_34_MAR,PER_F_20_34_WID,PER_F_20_34_DIV,PER_F_20_34_SEP,PER_F_20_34_UNMAR,POP_F_35_44,PER_F_35_44_MAR,PER_F_35_44_WID,PER_F_35_44_DIV,PER_F_35_44_SEP,PER_F_35_44_UNMAR,POP_F_45_54,PER_F_45_54_MAR,PER_F_45_54_WID,PER_F_45_54_DIV,PER_F_45_54_SEP,PER_F_45_54_UNMAR,POP_F_55_64,PER_F_55_64_MAR,PER_F_55_64_WID,PER_F_55_64_DIV,PER_F_55_64_SEP,PER_F_55_64_UNMAR,POP_F_65_OVER,PER_F_65_OVER_MAR,PER_F_65_OVER_WID,PER_F_65_OVER_DIV,PER_F_65_OVER_SEP,PER_F_65_OVER_UNMAR
19660,310M100US19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",16968,0.5,0.1,0,0,99.4,41932,26.7,0.1,4.3,1.1,67.7,30237,58.2,0.5,13.9,3,24.4,36031,61.6,1.3,19.9,2.2,15,32431,68,2.7,19.9,1.9,7.5,45255,70.9,13.2,11.4,1.1,3.4,15131,1.1,0,0.2,0,98.7,39790,34.8,0.3,7.4,1.1,56.3,29904,58,1.7,19.9,5.3,15.1,38134,61.1,3.5,23.4,2.7,9.3,35674,62.6,10,20.7,1.7,5,56689,45,40,11.5,0.6,2.9
19740,310M100US19740,"Denver-Aurora-Broomfield, CO Metro Area",83259,1.5,0.1,0.1,0.2,98.1,269364,36.6,0.1,4.1,1.1,58,191554,65.1,0.3,11.6,1.9,21.1,182707,67.1,0.8,15.8,1.8,14.5,131040,71.7,1.8,16.3,1.6,8.5,102482,71.2,12.5,11.2,1.2,3.9,77412,2.9,0.2,0.1,0.2,96.6,263326,43.1,0.3,5.3,2.5,48.9,185208,66.6,1,14.1,3.1,15.3,185303,64.4,2.6,19.4,2.7,10.9,137129,61.8,7.3,22.7,1.6,6.6,136448,41.5,37.3,16,0.8,4.3
19780,310M100US19780,"Des Moines-West Des Moines, IA Metro Area",18301,0.2,0,0,0,99.8,57870,42.8,0,3.6,1.3,52.2,40186,69.3,0.5,12,2.2,16.1,38579,70.3,0.5,16.6,1.6,11,28083,75.7,1.9,14.5,1.5,6.5,25680,75.4,12.6,7.8,0.9,3.2,17551,1.4,0,0.1,0.5,98,59795,47.2,0.3,5.1,2.5,44.9,40025,68.7,1.1,14.5,2.9,12.8,39921,68.6,2.5,18.4,1.7,8.9,30148,65.5,6.5,20.2,1.3,6.6,35802,43.3,40.4,12.6,0.6,3.1
19820,310M100US19820,"Detroit-Warren-Livonia, MI Metro Area",164633,0.6,0.1,0.1,0.1,99.2,382760,28.2,0.1,3.2,0.9,67.6,308328,61.9,0.3,11,1.8,25,330654,64.3,1.1,15.8,2,16.7,244158,69.4,2.7,16.5,1.5,9.9,228071,68.3,15.3,10,1.4,5,155234,0.9,0,0,0.1,98.9,394223,35.8,0.2,4.4,1.6,58,321920,62.4,1,13.3,2.8,20.4,347254,61.4,3.1,19,2.6,13.9,264827,57.9,9.4,21.8,2.1,8.8,323623,36.4,44.8,12.6,0.9,5.2
20020,310M100US20020,"Dothan, AL Metro Area",4908,1.1,0.9,0,0,98,12130,36.3,0.3,6.1,2.6,54.7,9197,62.7,0.9,15.7,2.4,18.2,10130,63.7,1,19.9,4.3,11.1,8628,74.1,2.2,16.3,2.4,4.9,8935,73.6,12.6,9.7,1.6,2.5,4968,2.2,0.3,0.5,0,97,13100,42.9,0.2,11,4.2,41.7,9859,60.9,1.1,20.8,4.9,12.3,10735,62.7,3.9,20.8,4.6,7.9,9418,64.7,11.1,18.8,2.1,3.2,12390,39.6,47.1,10.3,1,1.9
20100,310M100US20100,"Dover, DE Metro Area",6264,1.2,0,0,0.2,98.5,15099,37.2,0,3.6,1,58.2,10048,68.3,0.4,12.4,3,15.9,10489,68,1.2,14.3,2.9,13.6,8143,72.3,3,17.6,1.2,5.9,8892,71.1,15.8,8.5,0.9,3.7,5826,1.4,0,0.7,0,97.9,16140,42.9,0.6,5,1.8,49.7,11070,59.3,1.7,16.3,3.7,19,11383,62.9,3.9,17.4,3.5,12.2,9188,62.5,10.2,20.7,1.2,5.3,11614,42.9,41.6,11.4,1.1,2.9
20220,310M100US20220,"Dubuque, IA Metro Area",3554,0,0,0,0,100,8755,35.3,0,3.6,0.3,60.8,5857,70.7,0.1,9.8,1.4,18,6707,72.3,0.8,14.3,1,11.6,5268,74.5,3.5,15,0.4,6.5,5866,75.6,13.4,4.4,0.8,5.8,3576,1.5,0,0,0,98.5,8479,43,0.2,5.9,0.7,50.3,5739,73.7,0.7,13.1,1.9,10.6,6745,75.2,2.3,12.7,0.9,8.9,5440,71.2,7.4,14.8,0.2,6.4,8202,46.2,36.4,6.7,0.1,10.5
20260,310M100US20260,"Duluth, MN-WI Metro Area",10808,0.6,0,0,0,99.3,28287,27.4,0,4.1,0.7,67.8,17150,62.4,0.2,13.5,1,22.8,22362,64.4,0.7,19.6,0.7,14.6,18667,72.8,1.8,16.2,0.7,8.5,18380,72.2,13.1,8.3,0.5,5.9,10033,0.7,0,0,0.1,99.2,25646,35.4,0.3,4.8,1.2,58.4,16203,67.6,1.1,17.9,1.9,11.4,21936,70.8,2.7,18.2,1.1,7.2,17588,69.8,6.5,16.7,0.5,6.5,24392,44.2,44.1,7.6,0.3,3.8
20500,310M100US20500,"Durham-Chapel Hill, NC Metro Area",18465,0.8,0.1,0.1,0,98.9,56334,30.4,0,2.3,1.6,65.6,33563,64.6,0.4,9.5,3.2,22.4,32041,63.8,1.1,16,3,16,24941,72.9,2.3,14.3,3.6,6.9,22162,75.1,11,8.6,1.1,4.1,18987,1.8,0,0.1,0.1,98.1,60789,33.3,0.2,2.8,2.8,60.8,34865,61.3,0.9,12.1,3.4,22.4,35676,60,3.2,17.8,5.2,13.7,28641,58.2,8.3,20.3,3.5,9.6,31296,40,42,12.7,1.1,4.2
20740,310M100US20740,"Eau Claire, WI Metro Area",6198,0.4,0.1,0,0,99.6,18395,31.8,0.1,3.3,0.7,64.1,10138,69.4,0,12.3,1.1,17.2,11408,68.6,0.8,17.2,1.1,12.2,9095,74.5,2.3,15,0.6,7.6,8867,77.5,12.8,5.5,0.6,3.6,6432,1.9,0.3,0,0.2,97.6,17373,36.4,0.1,5.2,1.2,57.2,9567,72.7,0,13.3,1.4,12.5,11277,68.7,2.3,19.8,1.1,8.2,9133,69.8,6,18.4,0.7,5.2,11831,43.7,42.4,9.5,0.2,4.1
20940,310M100US20940,"El Centro, CA Metro Area",7767,1.4,0,0,0.2,98.3,20388,31.8,0.1,4.4,2.3,61.4,11979,63.9,0.3,9,3.3,23.6,10799,68.2,2.3,12.1,3.5,13.9,7035,76.8,4.5,9.2,3.6,5.8,7956,71.4,12.3,9.4,3.5,3.3,7330,1.3,0.2,0,0.7,97.8,15755,41.7,0.2,5.7,6.3,46.1,10746,64.5,1.3,11.4,7.8,15.1,10717,60.1,5.8,14,7.4,12.6,7797,59.9,12.2,13.2,7.2,7.6,9337,45.1,39.9,5.5,3.9,5.7
21060,310M100US21060,"Elizabethtown, KY Metro Area",4758,0.4,0.2,0,0,99.4,12081,42.5,0.2,8.1,2.8,46.4,8110,71.7,0,13.3,1.8,13.2,8312,70.8,1.5,19.5,1.8,6.4,5936,77.3,2.2,14.4,2.4,3.6,5514,73.2,14.8,7,0.8,4.2,3702,3.1,0,0,0.4,96.5,11313,51.7,0.3,9.9,3.7,34.3,8055,69.9,0.6,17.5,4.6,7.4,8745,68.4,2.6,20.2,2.9,5.9,6317,64.1,13.3,18,0.8,3.8,7770,44.9,41.9,9.6,0.4,3.1
21140,310M100US21140,"Elkhart-Goshen, IN Metro Area",7442,0.2,0,0,0,99.8,19331,39.2,0.1,6.4,1.1,53.1,13366,66,0.2,15.9,2.7,15.2,13276,69.7,0.8,16.8,2.4,10.2,10146,80.9,2,13.6,0.4,3,9573,74.6,12.2,9.3,1.4,2.5,7148,2.9,0,0.2,0,96.9,18826,45.9,0.4,7.3,2.7,43.8,13479,66,0.8,15.5,4,13.6,13180,71,1.8,16.9,2.8,7.5,10706,64.7,7.9,20.4,2.4,4.6,13178,46.1,36.7,10.9,0.5,5.8
21300,310M100US21300,"Elmira, NY Metro Area",3015,0,0,0.2,0,99.8,8150,26.4,0.1,3.9,3.1,66.5,6156,65.2,0.7,10.6,2.4,21.1,6932,64.5,0.3,15.9,3.7,15.5,5409,69.5,3.2,15.3,2,10,5765,70.1,15.7,9.1,1.4,3.7,3275,0.5,0,0,0,99.5,7534,32.2,0.2,4.7,5.2,57.7,5651,62.7,2,15.9,7.1,12.3,6828,67.1,2.5,17.3,3.4,9.7,5641,60.6,10.2,18.7,1.7,8.8,8016,38.6,46,10.5,0.9,4
21340,310M100US21340,"El Paso, TX Metro Area",34423,2,0,0.1,0.1,97.8,81134,37.2,0.1,4.1,2.4,56.2,48464,68,0.4,10.7,4.2,16.7,46103,70.7,0.6,13.4,3.5,11.8,32204,74.7,2.6,14.1,2.4,6.2,32456,71.2,14.9,8.8,1.8,3.4,32463,4.2,0,0.1,0.5,95.2,81837,42.5,0.4,5.2,5.2,46.7,53977,62.2,1.5,15.5,6.6,14.2,52359,61.1,4,18.8,5.7,10.3,36837,60.1,9.6,17.9,3.6,8.8,45962,36.3,41.6,12,2.9,7.3
21500,310M100US21500,"Erie, PA Metro Area",11106,0.6,0,0,0,99.4,27473,26,0.2,3.6,1.8,68.3,17606,61.9,0.6,11.2,3.9,22.4,20882,66.5,0.9,16.4,3.4,12.8,16222,70.3,3.1,17.1,1.7,7.9,16714,70.3,15.4,8.3,0.9,5.1,11052,0.3,0,0,0,99.7,26735,32.2,0.4,3.4,3.1,61,17723,64.6,1.1,12.2,5.3,16.8,20998,64.9,2.9,18.7,3.2,10.3,16814,63.7,9.5,17.3,2.1,7.5,23503,38.9,43.5,10.4,0.6,6.5
21660,310M100US21660,"Eugene-Springfield, OR Metro Area",13034,0.1,0,0.1,0,99.8,38816,27.9,0.1,3.9,1.5,66.7,20856,62,0,15,1.9,21,24019,63.8,1,19.5,2.5,13.2,22747,68.7,1.1,20.6,1.3,8.2,22161,71.2,12.7,12.1,0.6,3.4,12933,1.7,0.1,0,0,98.2,36984,34.8,0.3,5.8,1.7,57.5,20666,61.4,1.3,19.1,3.2,15,25845,60.3,3.1,23.3,2.8,10.4,23922,62.4,6.5,24.3,1.1,5.8,28142,43.8,37,15.6,0.9,2.7
21780,310M100US21780,"Evansville, IN-KY Metro Area",12459,0.9,0,0,0.1,98.9,33820,37.4,0.3,6.1,0.8,55.4,22668,64.7,0.4,18.5,1.2,15.2,27079,68.5,0.8,19.1,1,10.6,20757,73.2,2,17.5,0.5,6.8,20696,73.3,13.7,8.6,0.6,3.8,12322,1.2,0,0,0,98.8,34244,40.5,0,8.8,1.3,49.4,23110,66.7,1.3,19.7,1.6,10.7,28059,67.4,2,21.4,2,7.2,21967,68.1,8.5,17.8,0.7,4.9,29486,43.7,41.3,10.9,0.3,3.8
21820,310M100US21820,"Fairbanks, AK Metro Area",3714,0.2,0,0,0,99.8,13963,39.1,0.1,4,2.1,54.6,6365,67,1,12.4,0.9,18.7,7017,70.9,1.8,12.8,1.1,13.3,5261,72,1.8,14,2.9,9.3,2832,67.9,11.4,13,2.5,5.2,3348,6.3,0,0,0,93.7,11150,53,0,6.6,1.9,38.6,6124,76.3,1.6,11.5,2.4,8.2,6636,67,2.1,16.9,2.5,11.5,4550,71.9,4,15.4,2.4,6.3,2854,43.3,38.3,16.4,0.7,1.3
22020,310M100US22020,"Fargo, ND-MN Metro Area",8052,0.7,0,0,0,99.3,29165,30.3,0,2.9,0.5,66.2,13008,68.8,0,11,0.7,19.6,13035,69.3,0.3,15.7,0.7,14,9619,75.6,2.4,14.2,0.9,6.9,8788,75.1,13.8,7.1,0.6,3.4,8915,1.1,0,0,0,98.9,26592,38.7,0.2,3.7,0.7,56.7,12019,72.1,0.8,12.3,1.4,13.5,13227,73.1,1.7,16.7,1.4,7.2,9476,68.8,6.8,16.7,0.8,6.8,11956,43.4,43.4,9.1,0.3,3.9
22140,310M100US22140,"Farmington, NM Metro Area",5266,2.4,0.2,0.7,0,96.7,13407,38.4,0.3,2.8,1,57.5,7644,58.2,1.2,12.9,1.7,26,8925,65.8,2.3,15.1,0.9,16,6361,72.3,3.1,12.9,1.3,10.3,5941,68.7,14.3,7.9,1,8.1,5105,5.4,0,0.2,0.2,94.3,12948,44.6,0.5,5.8,2.8,46.3,7904,62.2,1.3,9.7,3.4,23.4,8985,62.9,1.7,15.2,3.5,16.7,6581,66.3,9.1,14.9,1.1,8.6,7490,41.2,41.9,10.2,1.3,5.3
22180,310M100US22180,"Fayetteville, NC Metro Area",13966,2.8,0.1,0,0.3,96.8,45606,39.3,0.1,5.3,3.2,52,22651,66.7,0.8,12.4,3.6,16.5,21514,64,1.2,16.8,4.9,13.1,15348,69.5,3.2,17.8,3.5,6.1,13037,71.3,15.9,8.7,1.3,2.7,12785,4.5,0,0.2,0.5,94.8,43979,48.6,0.3,6.7,3.7,40.7,25296,60.2,1.5,19.7,4.4,14.2,24573,58.7,3.7,21.5,6,10.1,17216,54.5,12.3,22.7,4.2,6.3,18941,36.6,47.2,11.5,1.9,2.8
22220,310M100US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",16659,1.2,0.2,0,0,98.6,52100,42.4,0.1,5.3,1.4,50.9,31170,71.6,0.8,14.1,1.9,11.6,28066,72.5,1.3,15.2,1.9,9.2,20615,78.4,1.7,13.6,1.9,4.4,21691,79.8,12.1,7,0.2,0.9,16533,3.9,0,0.6,0,95.5,49670,50.7,0.2,6.8,2.8,39.5,30093,71.2,1.3,15.2,4.3,8,28674,68.5,3,20.1,2.9,5.5,22563,65.9,9.8,19.3,1.1,3.9,27450,48,40.3,9.1,0.4,2.2
22380,310M100US22380,"Flagstaff, AZ Metro Area",6440,0.7,0,0.2,0,99.1,16686,26.6,0,3.1,0.9,69.4,7905,56.2,0.6,9.8,4.6,28.8,8830,62.5,1,17.1,1.1,18.4,6964,73,1.6,16.3,1.8,7.3,5168,76.6,8.2,10.6,1.3,3.3,6909,1.8,0.2,0,0,98,16446,30.2,0.6,3.7,2.1,63.4,7895,63.9,1.6,10.8,6.1,17.7,9274,59.5,2.5,20.9,2.6,14.4,7025,61.2,8.2,21.6,1.2,7.8,6067,45.3,34.5,15.3,0.9,4
22420,310M100US22420,"Flint, MI Metro Area",16504,0.5,0,0,0,99.4,38129,30.1,0.5,4.7,0.9,63.8,28533,58.3,0.4,14.5,2.2,24.6,31647,61.3,1.1,19.1,1.9,16.5,23838,69,2.4,18.7,2,8,23604,70.4,15.3,10,0.8,3.5,16045,0.7,0.2,0,0,99.1,40537,35.7,0.1,5.4,2.2,56.7,30404,56.9,0.8,17.6,3.3,21.4,34162,57.3,2.9,21.5,3.9,14.4,26260,59.4,9.5,22.6,1.6,7,32594,40.3,42.2,13.1,0.9,3.6
22500,310M100US22500,"Florence, SC Metro Area",7280,0.2,0,0,0.2,99.6,17966,29.5,0,3.1,1.5,65.9,12841,57.4,0.8,13.4,4.7,23.6,13903,64.1,0.7,14.4,4.7,16.1,12100,71,4.6,12,4.4,8,10749,68.8,17.8,7.3,3.1,2.9,7356,0.9,0,0,0,99.1,20284,33.4,0.6,5.1,4.2,56.7,14305,50.9,0.6,17.2,7.5,23.8,15753,56.4,5.2,18.2,6.8,13.5,13649,54.8,11.5,18.6,5.9,9.2,15732,35.7,51.6,7.8,1.4,3.7
22520,310M100US22520,"Florence-Muscle Shoals, AL Metro Area",5170,1.7,0,0,0,98.3,12914,40.6,0.1,4.4,1.1,53.8,9402,69.1,0.4,16.1,2.4,12,10243,69.4,2,19.1,1.5,8.1,8854,73.6,3,15.9,1.6,6,10191,73.5,13.9,8.3,1.1,3.2,5169,2.6,0,0.1,0,97.3,13310,46,0.3,7.3,2.8,43.6,9733,66.4,1.2,18.5,3.2,10.7,11223,66.7,5.1,18.7,2.3,7.2,9651,65.6,10.1,17.1,2.5,4.6,14146,44.7,45.4,7.2,0.7,2
22540,310M100US22540,"Fond du Lac, WI Metro Area",3679,0.4,0,0,0,99.6,9255,37.7,0,4.5,1,56.8,6909,70.7,0,11.6,2.9,14.8,7772,69.8,1.6,15.5,1.5,11.7,6094,74.8,2,14.5,0.5,8.3,6127,74.5,13.5,5.3,0.5,6.2,3441,0.5,0,0,0.3,99.2,8909,44.2,0.1,4.4,2.5,48.8,6978,74.3,0.7,11.5,1.9,11.5,7946,70.3,1.2,17.9,2.4,8.2,6122,71.3,5.4,18.6,0.7,4,8657,42.6,41.5,7.7,0.2,8
22660,310M100US22660,"Fort Collins-Loveland, CO Metro Area",11463,1.2,0,0.2,0,98.6,36342,31,0.2,4.2,1.2,63.5,18581,67.9,0.1,13.8,1.8,16.4,20767,72.1,0.9,13.8,1.5,11.7,16433,78.2,0.9,14.4,0.4,6,14268,77,11.6,8.3,0.5,2.6,11584,1.8,0,0,0,98.2,34194,40,0.3,4.3,1.1,54.3,18248,73.7,0.8,13.4,1.8,10.2,21868,70.1,2.2,17.8,2.3,7.6,17061,70.7,5.1,19.6,1,3.6,18369,50.2,34.2,14,0.1,1.5
22900,310M100US22900,"Fort Smith, AR-OK Metro Area",10731,1.3,0,0.1,0.1,98.5,27620,42.3,0.2,6.9,3.8,46.8,19597,64.3,0.4,18.2,2.5,14.7,20834,68.1,1.5,19.6,2.5,8.2,16788,72.1,2.7,19.4,1.5,4.3,17486,71.4,13.1,12.1,1.1,2.3,10359,4.5,0.5,0.3,0,94.7,27245,50.1,0.6,9.6,5.2,34.5,19634,67.4,0.8,20.2,3.4,8.2,21184,69.1,3.9,18.5,2.9,5.6,17975,65.6,11.6,18.2,2.3,2.3,22671,42.5,43.6,11.2,0.9,1.9
23060,310M100US23060,"Fort Wayne, IN Metro Area",15579,0.3,0,0.3,0.1,99.3,39609,36.8,0.1,5.3,1,56.8,27395,65.6,0.6,14.8,1.4,17.5,29674,70.2,0.5,16.7,1.6,11.1,22208,76.1,2.2,13.8,1.6,6.4,20608,74.2,12.5,8.8,0.7,3.9,14658,0.7,0,0.2,0.1,99,40186,43.4,0.2,7.9,2.4,46.1,27542,64.8,1.4,16.8,2.9,14.1,30342,66.6,3.5,19,2.3,8.6,23610,64.9,8.6,18.2,0.8,7.5,28942,43.6,41.7,10.7,0.5,3.6
23420,310M100US23420,"Fresno, CA Metro Area",41068,1.8,0.1,0.1,0,98.1,104400,34,0.1,2.8,1.6,61.6,58067,63.1,0.4,8.9,3.5,24,56071,66.5,0.8,13.9,3,15.7,40321,70.7,2.6,16.6,2.4,7.7,38721,70.2,13.7,9.7,2,4.4,38808,2.7,0.1,0,0.1,97.2,98321,40.2,0.3,4.4,3.7,51.3,57319,64.7,1.6,12,5.9,15.9,56704,62.6,4.2,16.8,5.3,11,42105,59.3,9.4,19.9,3.7,7.7,50924,39.9,42.1,12.2,1.5,4.3
23460,310M100US23460,"Gadsden, AL Metro Area",3749,1.3,3,1.2,0,94.5,9050,41.2,0.5,7.6,2.3,48.5,6926,65.5,0.6,18.2,2.8,12.8,7220,64.8,0.8,21.6,3.5,9.3,6465,73.4,2.4,16,2,6.1,6646,73.7,14.8,8.5,0.8,2.3,3494,4.3,0.8,0,0,94.8,9363,49.6,0.7,8.3,4.9,36.5,7161,68.7,1.4,15.6,4.8,9.5,7695,63.4,5.3,21.5,4.1,5.7,7029,63,12.5,17.1,1.9,5.5,9569,36.5,50.6,10.3,0.1,2.5
23540,310M100US23540,"Gainesville, FL Metro Area",11972,1.1,0,0,0.1,98.8,40916,18.8,0,2.6,0.7,78,13833,61.7,0.4,12.8,2.8,22.2,15283,62.7,1,16.6,1.8,17.9,13124,67.6,2,16.9,1.4,12.1,11946,72.9,12.2,10.4,0.6,4,13498,0.9,0,0.2,0.1,98.9,40079,22,0.2,3.5,1.7,72.6,14158,57.7,0.9,18.4,5.6,17.4,17061,59.5,3.2,21.7,3.1,12.5,14105,55,8.8,23,3.4,9.8,15897,41.2,41.2,13.6,0.3,3.7
23580,310M100US23580,"Gainesville, GA Metro Area",6589,2.5,0.7,0,0,96.8,18806,40.6,0.2,3.7,1.9,53.6,13070,70.1,0.4,10.7,2.2,16.6,11585,71.1,1,15.2,0.9,11.8,8433,76.1,1.9,16.3,1.3,4.3,8059,77.8,12.5,6.6,0.4,2.8,5848,4.4,0,0,0.4,95.2,17658,50,0.2,6.2,2.7,40.9,12550,73.9,0.6,11.8,1.6,12.1,11427,68.1,2.2,20.4,3.1,6.2,9163,66.1,8.3,21.1,1.1,3.4,10562,43.1,44.1,9.4,0.4,3
24020,310M100US24020,"Glens Falls, NY Metro Area",4729,0.3,0,0,0,99.7,11331,29.4,0.1,3,2.5,65.1,9390,63.5,0.1,11.1,3.9,21.4,10409,66.1,1.3,15.5,4.8,12.2,8685,72.1,1.8,14.3,3.7,8,8804,73.1,13.1,7.6,0.9,5.3,4029,0.3,0,0,0,99.7,9976,40.8,0.8,5.2,3.3,49.9,8824,68.2,1.3,14.5,4.9,11.2,10489,67.2,2.4,18.3,4.3,7.7,8670,64.8,8.9,18.9,2.1,5.3,11321,42.4,42.8,9.8,1.1,3.9
24140,310M100US24140,"Goldsboro, NC Metro Area",4285,0.8,0,0,0.2,98.9,12485,38.8,0.4,4.9,1.9,54,7894,63.9,0.9,8.9,4.3,22.1,8509,64.5,0.7,16.5,6.1,12.2,6511,70.8,4.4,14.6,2.5,7.8,6203,72.4,13.9,9.2,2,2.5,4111,2,0,0,0,98,11694,46.9,0,4.6,4.3,44.1,8071,59.5,1.1,17,8,14.4,8951,59.3,2.5,19.9,6.8,11.6,7273,60.4,9.3,20.4,4.6,5.3,9014,38.7,49,8.3,1.2,2.8
24220,310M100US24220,"Grand Forks, ND-MN Metro Area",4728,1.4,0.1,0,0.1,98.5,14233,26.2,0,2.5,0.8,70.4,5323,66.9,0.3,14.1,0.5,18.3,6771,67.1,0.5,17.2,1.3,13.9,5197,75.8,1.3,11.7,0.9,10.3,4915,71,15.4,6.5,1.4,5.7,4050,1.6,0,0,0,98.4,12008,34.7,0.5,4.5,0.7,59.6,5261,68.7,1.7,14.1,1.7,13.8,6604,73.5,1.7,15.9,1,7.9,4936,71,7.2,15.1,0.7,6,6898,40.8,45,8.2,0.1,5.9
24300,310M100US24300,"Grand Junction, CO Metro Area",5230,1.8,0.2,0,0,98,14453,42.2,0.5,6.6,0.9,49.8,8491,66.5,0.2,11.7,0.8,20.9,10315,69,0.5,20.5,1.8,8.3,8667,67.4,1.8,22.2,1.3,7.3,9354,74.6,11.2,10.4,0.2,3.5,4889,6.6,0,0,0,93.4,13523,53.3,0.7,7.9,2.6,35.6,8226,68.4,0.8,17.6,2.6,10.6,10757,67.3,2.4,22.9,2,5.4,8975,66.1,5.7,22.2,1.7,4.3,11789,46.8,37.1,13.4,0.6,2.2
24340,310M100US24340,"Grand Rapids-Wyoming, MI Metro Area",29914,0.9,0.1,0.1,0,98.9,80623,35,0.1,3.5,1.3,60.1,52697,68,0.3,10.7,1.8,19.2,56819,68.4,0.9,16.9,1.7,12.2,39949,75.2,2,14.8,1.8,6.3,36946,74.8,12.4,9.1,0.7,3,27935,1,0,0.1,0.1,98.8,79363,42.1,0.2,5,1.6,51.1,51923,68.1,0.8,14.3,2.8,14,57035,68.6,2.7,17.6,2.1,9,41342,66.5,7.5,17.8,1.4,6.8,50040,43.9,41,11.2,0.5,3.5
24500,310M100US24500,"Great Falls, MT Metro Area",2918,1.6,0,0,0,98.4,8495,44,0.3,5.1,1.4,49.2,4596,67.8,0.2,15.9,1.3,14.9,6043,64.2,1.3,22.8,1.1,10.6,4741,69.5,1.8,19.1,1.5,8,5439,69.5,12.8,13,0.2,4.4,2712,7.3,0,0,0,92.7,7727,55,0,7.2,3,34.7,4721,67.8,2.6,17.2,4,8.5,6037,68.7,3,19.4,1.7,7.2,5008,70.5,7.5,16.5,2,3.5,6825,45.1,41.4,11.2,0.5,1.8
24540,310M100US24540,"Greeley, CO Metro Area",9690,1.2,0.2,0.2,0.1,98.4,26456,42.7,0.1,4.7,1.2,51.2,17149,73.2,0.2,13.2,1.4,12,16877,74.8,0.8,14.4,1.8,8.2,12039,75.3,2.2,16,2.1,4.3,10071,75.2,10.5,10.5,0.6,3.2,9352,3.4,0,0,0.2,96.4,26200,50.1,0.3,5.1,2.7,41.8,16803,75.2,0.6,11.9,3,9.3,16391,69.8,2,18.9,2.3,6.9,12251,65.9,8.2,19.6,1.6,4.8,12100,48.6,35.8,12.3,0.8,2.5
24580,310M100US24580,"Green Bay, WI Metro Area",11044,0.4,0,0,0,99.6,30017,34.3,0,4.2,0.8,60.6,21655,69.2,0.1,10.5,1.4,18.9,23636,69.7,0.9,16.6,0.9,11.9,16824,75.8,2.2,14.7,0.7,6.7,15792,74.7,12.2,6.6,0.6,5.9,10584,0.5,0,0,0.1,99.4,29133,39.9,0.3,4.5,1.6,53.6,20981,71.2,0.4,14.2,1.7,12.5,23426,71.2,1.8,18.1,1.5,7.3,16964,69,6.6,17.5,1.4,5.5,20899,47.2,41.9,7.5,0,3.5
24660,310M100US24660,"Greensboro-High Point, NC Metro Area",25943,1.1,0,0,0,98.9,66625,32.3,0.2,2.9,2.4,62.1,50057,63,0.4,12.6,4.6,19.4,50290,64.5,1,16.5,4.2,13.8,39240,72.3,2.4,15.9,2.7,6.7,37654,73.3,13.9,7.6,1.7,3.6,26136,1.6,0,0,0.2,98.2,72444,37,0.3,5,3.2,54.5,52369,61.1,1.2,13.5,6.5,17.7,53095,60,3.4,20.7,5,10.9,43324,62.4,9.8,18.3,3.4,6.2,53334,40.8,44.8,9.8,0.9,3.7
24780,310M100US24780,"Greenville, NC Metro Area",7981,1.4,0,0,0,98.6,23000,25.1,0,3.1,2.3,69.5,11558,58.9,0.5,9,6.5,25.1,11068,63,1.5,15.8,4.7,15,8574,72.5,2.7,14.3,2.3,8.1,7451,72.1,14.2,8,1.2,4.5,8919,1,0,0.3,0.2,98.5,24617,26.5,0.1,4.2,2.3,66.9,11822,58.7,1.6,13.2,6,20.5,12399,58.2,3.6,21,6.4,10.9,9542,61.9,9,17.6,4.3,7.1,11022,35.4,49.3,8.9,2.6,3.7
