Race,Gender,Education,Age,Rf,ll,ul
BlackNH,Female,HS_or_less,Age_45_54,8,110.4355087,113.3733791
BlackNH,Female,HS_or_less,Age_45_54,9,134.7066968,136.9324655
BlackNH,Female,HS_or_less,Age_45_54,10,110.9715451,115.2124143
BlackNH,Female,HS_or_less,Age_45_54,11,135.8511833,139.1079301
BlackNH,Female,HS_or_less,Age_45_54,12,138.7411237,149.2343808
BlackNH,Female,HS_or_less,Age_45_54,13,134.8071708,138.3694201
BlackNH,Female,HS_or_less,Age_45_54,14,110.2567273,114.4267261
BlackNH,Female,HS_or_less,Age_45_54,15,136.5618329,141.8213159
BlackNH,Female,HS_or_less,Age_45_54,16,134.9310008,147.5916958
BlackNH,Female,some_coll_,Age_45_54,1,108.8126378,110.9600169
BlackNH,Female,some_coll_,Age_45_54,2,109.0062868,111.8953112
BlackNH,Female,some_coll_,Age_45_54,3,134.1552182,136.0368138
BlackNH,Female,some_coll_,Age_45_54,4,109.4085188,112.0501872
BlackNH,Female,some_coll_,Age_45_54,5,110.5341938,112.3327119
BlackNH,Female,some_coll_,Age_45_54,6,135.7306321,138.6150589
