Risk_Score,Race,Gender,Age_Cat,Edu_Cat,Freq_nhanes,Mean_Tchols,Err_Tchols,Mean_HDL,Err_HDL,Mean_bp,Err_bp,smoking_stat
6,BlackNH,Male,Age_55_64,some_coll_,7.03976,186.9255146,2.112181682,68.54553334,1.052772057,139.6794691,0.799352051,1
7,BlackNH,Male,Age_55_64,some_coll_,0.000784608,255.0743424,3.321578368,68.93922037,2.011436689,112.5232405,1.116706311,1
8,BlackNH,Male,Age_55_64,some_coll_,0.00033248,176.9526052,2.361249483,41.46853139,0.561783674,113.2923383,0.880262458,1
9,BlackNH,Male,Age_55_64,some_coll_,15.9695,178.9017978,1.397593122,42.38327215,0.498208492,137.2074756,0.69393061,0
10,BlackNH,Male,Age_55_64,some_coll_,0.366457,257.8095364,2.893815312,42.64270342,0.894129976,114.4798742,1.025012761,0
11,BlackNH,Male,Age_55_64,some_coll_,4.91935,264.1225278,2.366615246,72.22438369,1.496507729,138.8674511,0.877296595,0
12,BlackNH,Male,Age_55_64,some_coll_,1.39094,261.7727232,4.251360186,71.14748752,2.405013341,145.3756467,2.681787525,1
13,BlackNH,Male,Age_55_64,some_coll_,7.35552,179.9278552,1.7847534,41.24801943,0.611353947,137.9761899,0.912045293,1
14,BlackNH,Male,Age_55_64,some_coll_,0.978008,264.1704803,3.651063465,41.65961245,1.103457644,113.7296212,1.077431913,1
15,BlackNH,Male,Age_55_64,some_coll_,1.33709,267.3660739,4.148531229,42.20854567,0.713261806,140.5794689,1.464323861,0
16,BlackNH,Male,Age_55_64,some_coll_,0.999167,270.1922977,3.886878857,41.89390972,1.124564606,142.6492427,3.260606826,1
1,BlackNH,Male,Age_65_74,HS_or_less,0.882484,176.6043387,1.836388863,65.38058187,0.757206468,115.8526664,0.611825849,0
2,BlackNH,Male,Age_65_74,HS_or_less,1.28982,177.0461212,2.83223043,65.56158084,1.229268225,116.4171381,0.818266646,1
3,BlackNH,Male,Age_65_74,HS_or_less,10.3499,181.9130431,1.646551128,64.40838876,0.664082523,141.0623551,0.509945808,0
4,BlackNH,Male,Age_65_74,HS_or_less,1.47265,248.3928083,2.416873521,68.51157932,1.558978997,116.6956921,0.668562272,0
5,BlackNH,Male,Age_65_74,HS_or_less,2.07651,164.259888,1.883038619,41.77954002,0.645582843,117.3997919,0.644867042,0
6,BlackNH,Male,Age_65_74,HS_or_less,3.79841,179.2673689,2.257112724,67.133232,1.154470342,143.1391846,0.819353275,1
7,BlackNH,Male,Age_65_74,HS_or_less,0,247.4161967,3.857568114,67.52691903,2.092697824,115.9829559,1.155156024,1
8,BlackNH,Male,Age_65_74,HS_or_less,1.20119,169.2944594,2.726520351,40.05623005,0.583033705,116.7520538,0.871404287,1
9,BlackNH,Male,Age_65_74,HS_or_less,12.8539,171.2436521,1.771650852,40.97097081,0.575824467,140.6671911,0.725865782,0
10,BlackNH,Male,Age_65_74,HS_or_less,0,250.1513907,2.989198699,41.23040208,0.936176412,117.9395896,1.067982927,0
11,BlackNH,Male,Age_65_74,HS_or_less,3.73795,256.4643821,2.571110915,70.81208235,1.668047937,142.3271666,0.83288856,0
12,BlackNH,Male,Age_65_74,HS_or_less,1.56964,254.1145775,4.83850241,69.73518618,2.556762868,148.8353621,2.617648649,1
13,BlackNH,Male,Age_65_74,HS_or_less,3.66262,172.2697095,2.180273083,39.83571809,0.650276706,141.4359053,0.871992743,1
14,BlackNH,Male,Age_65_74,HS_or_less,0,256.5123346,3.355938584,40.24731112,1.168371396,117.1893366,1.082788976,1
15,BlackNH,Male,Age_65_74,HS_or_less,0.756644,259.7079281,4.223511432,40.79624433,0.836044659,144.0391843,1.353177716,0
16,BlackNH,Male,Age_65_74,HS_or_less,0,262.534152,4.423387618,40.48160838,1.060266244,146.1089582,3.287820859,1
1,BlackNH,Male,Age_65_74,some_coll_,2.11752,176.9021961,1.840979946,67.17690281,0.775585687,114.7339372,0.653808278,0
2,BlackNH,Male,Age_65_74,some_coll_,0.710183,177.3439786,2.818483194,67.35790178,1.229327711,115.2984089,0.924104556,1
3,BlackNH,Male,Age_65_74,some_coll_,8.65005,182.2109005,1.606142522,66.2047097,0.689242819,139.9436259,0.537763283,0
4,BlackNH,Male,Age_65_74,some_coll_,0.527345,248.6906657,2.516088061,70.30790026,1.611485022,115.5769629,0.77991168,0
5,BlackNH,Male,Age_65_74,some_coll_,0.923488,164.5577453,1.876958474,43.57586096,0.63378142,116.2810627,0.666826556,0
6,BlackNH,Male,Age_65_74,some_coll_,1.20159,179.5652263,2.273355518,68.92955294,1.19399216,142.0204554,0.783392787,1
7,BlackNH,Male,Age_65_74,some_coll_,0,247.7140541,3.769822205,69.32323997,2.109617744,114.8642267,1.236205277,1
8,BlackNH,Male,Age_65_74,some_coll_,0.798809,169.5923168,2.765710006,41.85255099,0.602651731,115.6333246,0.967097386,1
9,BlackNH,Male,Age_65_74,some_coll_,8.30638,171.5415095,1.723540963,42.76729175,0.581111673,139.5484618,0.756623781,0
10,BlackNH,Male,Age_65_74,some_coll_,0,250.4492481,3.093548426,43.02672302,0.943915651,116.8208604,1.093032995,0
11,BlackNH,Male,Age_65_74,some_coll_,2.26205,256.7622395,2.569146,72.60840329,1.654121159,141.2084374,0.873387984,0
12,BlackNH,Male,Age_65_74,some_coll_,0.430357,254.4124349,4.861707827,71.53150712,2.577770019,147.7166329,2.648508117,1
13,BlackNH,Male,Age_65_74,some_coll_,2.33738,172.5675669,2.091571684,41.63203903,0.677520364,140.3171761,0.92087546,1
14,BlackNH,Male,Age_65_74,some_coll_,0,256.810192,3.362443193,42.04363205,1.167897866,116.0706074,1.14861574,1
15,BlackNH,Male,Age_65_74,some_coll_,0.243356,260.0057855,4.484265037,42.59256527,0.847373801,142.9204551,1.451975332,0
16,BlackNH,Male,Age_65_74,some_coll_,0,262.8320094,4.487122444,42.27792932,1.137882784,144.990229,3.31989744,1
1,BlackNH,Male,Age_75_,HS_or_less,3.42525,172.156838,1.677573407,64.59620513,0.701244351,119.6853836,0.791947263,0
2,BlackNH,Male,Age_75_,HS_or_less,0,172.5986204,2.69554977,64.7772041,1.220535122,120.2498553,1.062160344,1
3,BlackNH,Male,Age_75_,HS_or_less,9.86056,177.4655423,1.397459855,63.62401202,0.617585093,144.8950723,0.733060646,0
4,BlackNH,Male,Age_75_,HS_or_less,0.999776,243.9453076,2.258772726,67.72720258,1.576127627,120.5284093,0.847741786,0
5,BlackNH,Male,Age_75_,HS_or_less,0.981497,159.8123872,1.678681886,40.99516328,0.67130352,121.2325091,0.751843719,0
6,BlackNH,Male,Age_75_,HS_or_less,1.60627,174.8198681,2.195738165,66.34885526,1.028306473,146.9719018,0.851510737,1
7,BlackNH,Male,Age_75_,HS_or_less,0,242.9686959,3.662276114,66.74254229,2.082678853,119.8156731,1.10031165,1
8,BlackNH,Male,Age_75_,HS_or_less,0.998838,164.8469587,2.690174097,39.27185331,0.58788363,120.584771,0.997846465,1
9,BlackNH,Male,Age_75_,HS_or_less,6.54193,166.7961513,1.516341631,40.18659407,0.574002761,144.4999082,0.785680998,0
10,BlackNH,Male,Age_75_,HS_or_less,0,245.70389,3.041880853,40.44602534,0.928363618,121.7723068,1.146850439,0
11,BlackNH,Male,Age_75_,HS_or_less,3.71525,252.0168814,2.447244,70.02770561,1.318185098,146.1598837,1.042560404,0
12,BlackNH,Male,Age_75_,HS_or_less,0,249.6670767,4.525569964,68.95080944,2.379485704,152.6680793,2.815543501,1
13,BlackNH,Male,Age_75_,HS_or_less,1.41072,167.8222087,1.974074552,39.05134135,0.612809445,145.2686225,0.883060689,1
14,BlackNH,Male,Age_75_,HS_or_less,0,252.0648338,3.524341324,39.46293437,1.174296398,121.0220538,1.203708066,1
15,BlackNH,Male,Age_75_,HS_or_less,0,255.2604274,4.014917719,40.01186759,0.763346606,147.8719015,1.412158375,0
16,BlackNH,Male,Age_75_,HS_or_less,0,258.0866512,4.25743133,39.69723164,1.15611827,149.9416754,3.278719118,1
1,BlackNH,Male,Age_75_,some_coll_,0.574747,172.4546954,1.719222884,66.39252607,0.703054561,118.5666544,0.860002122,0
2,BlackNH,Male,Age_75_,some_coll_,0,172.8964778,2.704237148,66.57352504,1.210050738,119.1311261,1.171273798,1
3,BlackNH,Male,Age_75_,some_coll_,3.13944,177.7633997,1.395008572,65.42033296,0.624365251,143.7763431,0.791082373,0
4,BlackNH,Male,Age_75_,some_coll_,0.000223757,244.2431649,2.390829861,69.52352352,1.620190517,119.4096801,0.969144799,0
5,BlackNH,Male,Age_75_,some_coll_,1.0185,160.1102446,1.708713912,42.79148422,0.640250459,120.1137799,0.80830806,0
6,BlackNH,Male,Age_75_,some_coll_,1.39373,175.1177255,2.240411844,68.1451762,1.060471718,145.8531726,0.852480964,1
7,BlackNH,Male,Age_75_,some_coll_,0,243.2665533,3.587141721,68.53886323,2.093567434,118.6969439,1.209872953,1
8,BlackNH,Male,Age_75_,some_coll_,0.00116242,165.1448161,2.752610937,41.06817425,0.58586562,119.4660418,1.109467565,1
9,BlackNH,Male,Age_75_,some_coll_,2.52677,167.0940087,1.501908898,41.98291501,0.556746516,143.381179,0.849812822,0
10,BlackNH,Male,Age_75_,some_coll_,0,246.0017473,3.164231946,42.24234628,0.922377385,120.6535776,1.195277505,0
11,BlackNH,Male,Age_75_,some_coll_,1.28475,252.3147388,2.470525189,71.82402655,1.290625971,145.0411545,1.102417436,0
12,BlackNH,Male,Age_75_,some_coll_,0,249.9649341,4.564041259,70.74713038,2.396702876,151.5493501,2.854660188,1
13,BlackNH,Male,Age_75_,some_coll_,0.589275,168.1200661,1.90857104,40.84766229,0.621353377,144.1498933,0.962665694,1
14,BlackNH,Male,Age_75_,some_coll_,0,252.3626912,3.54813668,41.25925531,1.162856951,119.9033246,1.286502253,1
15,BlackNH,Male,Age_75_,some_coll_,0,255.5582848,4.302875793,41.80818853,0.759039052,146.7531723,1.526637646,0
16,BlackNH,Male,Age_75_,some_coll_,0,258.3845086,4.337997582,41.49355258,1.217206939,148.8229462,3.319825425,1
1,BlackNH,Female,Age_35_44,HS_or_less,10.0042,185.9344819,1.273670872,64.71662575,0.64212061,110.2623617,0.535167376,0
2,BlackNH,Female,Age_35_44,HS_or_less,6.75513,186.3762644,2.372089918,64.89762472,1.136457943,110.8268334,0.64082982,1
3,BlackNH,Female,Age_35_44,HS_or_less,11.8437,191.2431863,1.204873833,63.74443265,0.571094146,135.4720504,0.494237454,0
4,BlackNH,Female,Age_35_44,HS_or_less,4.1921,257.7229515,1.913513193,67.8476232,1.497380871,111.1053874,0.558860707,0
5,BlackNH,Female,Age_35_44,HS_or_less,7.18913,173.5900311,1.519880032,41.11558391,0.629924096,111.8094872,0.518210575,0
6,BlackNH,Female,Age_35_44,HS_or_less,6.70479,188.5975121,1.944147536,66.46927588,0.999362115,137.5488799,0.927354163,1
7,BlackNH,Female,Age_35_44,HS_or_less,2.14357,256.7463399,3.567236317,66.86296291,2.169208095,110.3926512,1.075237809,1
8,BlackNH,Female,Age_35_44,HS_or_less,6.25072,178.6246026,2.522100282,39.39227394,0.670515607,111.1617491,0.700414264,1
9,BlackNH,Female,Age_35_44,HS_or_less,7.66767,180.5737953,1.410075574,40.30701469,0.679891657,135.0768864,0.59631382,0
10,BlackNH,Female,Age_35_44,HS_or_less,0,259.4815339,2.992523899,40.56644596,0.981116935,112.3492849,1.034854265,0
11,BlackNH,Female,Age_35_44,HS_or_less,3.24049,265.7945253,2.230570757,70.14812623,1.407660287,136.7368619,0.805171553,0
12,BlackNH,Female,Age_35_44,HS_or_less,3.37547,263.4447207,4.546865015,69.07123006,2.20157448,143.2450574,2.603103687,1
13,BlackNH,Female,Age_35_44,HS_or_less,5.11904,181.5998527,1.838209876,39.17176197,0.630715785,135.8456007,0.895486703,1
14,BlackNH,Female,Age_35_44,HS_or_less,0,265.8424778,3.508201305,39.583355,1.338211427,111.5990319,1.111312627,1
15,BlackNH,Female,Age_35_44,HS_or_less,1.28341,269.0380713,3.937877817,40.13228822,0.728834405,138.4488796,1.28617732,0
16,BlackNH,Female,Age_35_44,HS_or_less,0.0253289,271.8642952,4.147293399,39.81765227,1.128456423,140.5186535,3.235744734,1
1,BlackNH,Female,Age_35_44,some_coll_,43.9958,186.2323393,1.299855062,66.51294669,0.608054677,109.1436325,0.47896649,0
2,BlackNH,Female,Age_35_44,some_coll_,5.76661,186.6741218,2.366354045,66.69394566,1.104953844,109.7081042,0.696377893,1
3,BlackNH,Female,Age_35_44,some_coll_,39.1563,191.5410437,1.170806014,65.54075358,0.537995056,134.3533212,0.404086212,0
4,BlackNH,Female,Age_35_44,some_coll_,8.8079,258.0208089,2.049745554,69.64394414,1.529005568,109.9866582,0.602895008,0
5,BlackNH,Female,Age_35_44,some_coll_,14.8109,173.8878885,1.528946228,42.91190484,0.557625445,110.690758,0.432685496,0
6,BlackNH,Female,Age_35_44,some_coll_,2.29521,188.8953695,1.975803555,68.26559682,1.010336694,136.4301507,0.831997956,1
7,BlackNH,Female,Age_35_44,some_coll_,1.85643,257.0441973,3.479425992,68.65928385,2.169287139,109.273922,1.113474193,1
8,BlackNH,Female,Age_35_44,some_coll_,1.74928,178.92246,2.574243779,41.18859487,0.634107308,110.0430199,0.745910483,1
9,BlackNH,Female,Age_35_44,some_coll_,19.3323,180.8716527,1.367721617,42.10333563,0.630563014,133.9581572,0.539498813,0
10,BlackNH,Female,Age_35_44,some_coll_,1,259.7793913,3.10490497,42.3627669,0.952040446,111.2305557,1.007436019,0
11,BlackNH,Female,Age_35_44,some_coll_,5.75951,266.0923827,2.239608966,71.94444717,1.365459799,135.6181327,0.779278405,0
12,BlackNH,Female,Age_35_44,some_coll_,0.624531,263.7425781,4.577071278,70.867551,2.209984658,142.1263282,2.613145611,1
13,BlackNH,Female,Age_35_44,some_coll_,3.88096,181.8977101,1.746596556,40.96808291,0.602674491,134.7268715,0.882840354,1
14,BlackNH,Female,Age_35_44,some_coll_,1,266.1403352,3.521601828,41.37967594,1.311084901,110.4803027,1.12772882,1
15,BlackNH,Female,Age_35_44,some_coll_,1.71659,269.3359287,4.222317894,41.92860915,0.692467593,137.3301504,1.349542484,0
16,BlackNH,Female,Age_35_44,some_coll_,0.974671,272.1621526,4.221191174,41.6139732,1.17186463,139.3999243,3.251440815,1
1,BlackNH,Female,Age_45_54,HS_or_less,11.8971,189.6911604,1.286879455,65.43989017,0.651190553,111.0050566,0.548412055,0
2,BlackNH,Female,Age_45_54,HS_or_less,0.959246,190.1329429,2.449309371,65.62088915,1.125284875,111.5695282,0.63507536,1
3,BlackNH,Female,Age_45_54,HS_or_less,19.6569,194.9998648,1.228386757,64.46769707,0.650688718,136.2147452,0.507648648,0
4,BlackNH,Female,Age_45_54,HS_or_less,1.71054,261.47963,2.09123471,68.57088762,1.447388568,111.8480822,0.583778814,0
5,BlackNH,Female,Age_45_54,HS_or_less,7.17196,177.3467097,1.485238929,41.83884833,0.61198208,112.552182,0.488781615,0
6,BlackNH,Female,Age_45_54,HS_or_less,10.5507,192.3541906,1.870661522,67.1925403,1.029678855,138.2915747,0.802311294,1
7,BlackNH,Female,Age_45_54,HS_or_less,3.38861,260.5030184,3.584352194,67.58622733,2.081167436,111.1353461,0.993857075,1
8,BlackNH,Female,Age_45_54,HS_or_less,3.46179,182.3812811,2.558444784,40.11553836,0.621509704,111.9044439,0.735077528,1
9,BlackNH,Female,Age_45_54,HS_or_less,10.2657,184.3304738,1.416911252,41.03027911,0.636822544,135.8195812,0.556904263,0
10,BlackNH,Female,Age_45_54,HS_or_less,0,263.2382124,3.125723656,41.28971038,0.940541107,113.0919797,1.061097728,0
11,BlackNH,Female,Age_45_54,HS_or_less,10.0804,269.5512038,2.369249859,70.87139065,1.403238264,137.4795567,0.814862818,0
12,BlackNH,Female,Age_45_54,HS_or_less,4.13265,267.2013992,4.597369816,69.79449448,2.254963634,143.9877523,2.625492702,1
13,BlackNH,Female,Age_45_54,HS_or_less,9.1135,185.3565312,2.051506368,39.89502639,0.557037287,136.5882955,0.891301867,1
14,BlackNH,Female,Age_45_54,HS_or_less,0,269.5991563,3.23524978,40.30661942,1.29796535,112.3417267,1.043365402,1
15,BlackNH,Female,Age_45_54,HS_or_less,0.52863,272.7947499,4.178049069,40.85555264,0.7383126,139.1915744,1.315962648,0
16,BlackNH,Female,Age_45_54,HS_or_less,0,275.6209737,4.252132774,40.54091669,1.041241082,141.2613483,3.167802182,1
1,BlackNH,Female,Age_45_54,some_coll_,21.1029,189.9890178,1.350742664,67.23621111,0.594851784,109.8863274,0.537290587,0
2,BlackNH,Female,Age_45_54,some_coll_,4.25815,190.4308003,2.464345472,67.41721008,1.080759126,110.450799,0.72285589,1
3,BlackNH,Female,Age_45_54,some_coll_,44.3431,195.2977222,1.236552108,66.26401801,0.599227719,135.096016,0.470789517,0
4,BlackNH,Female,Age_45_54,some_coll_,6.28946,261.7774874,2.239251667,70.36720856,1.47072435,110.729353,0.66096552,0
5,BlackNH,Female,Age_45_54,some_coll_,9.82804,177.6445671,1.52795198,43.63516927,0.510932219,111.4334528,0.45000291,0
6,BlackNH,Female,Age_45_54,some_coll_,7.44926,192.652048,1.92990308,68.98886124,1.026977136,137.1728455,0.721705536,1
7,BlackNH,Female,Age_45_54,some_coll_,0.611391,260.8008758,3.511391784,69.38254827,2.074605679,110.0166168,1.056579827,1
8,BlackNH,Female,Age_45_54,some_coll_,0.538215,182.6791385,2.62915238,41.9118593,0.557819959,110.7857147,0.806884064,1
9,BlackNH,Female,Age_45_54,some_coll_,17.7343,184.6283312,1.411045044,42.82660005,0.559721269,134.700852,0.53900999,0
10,BlackNH,Female,Age_45_54,some_coll_,0,263.5360698,3.249068371,43.08603132,0.89487208,111.9732505,1.055865987,0
11,BlackNH,Female,Age_45_54,some_coll_,11.9196,269.8490612,2.398918221,72.66771159,1.350717773,136.3608275,0.817248817,0
12,BlackNH,Female,Age_45_54,some_coll_,2.86735,267.4992566,4.638153787,71.59081542,2.257066876,142.869023,2.643957965,1
13,BlackNH,Female,Age_45_54,some_coll_,3.8865,185.6543886,1.995325456,41.69134733,0.498088923,135.4695663,0.903797702,1
14,BlackNH,Female,Age_45_54,some_coll_,1,269.8970137,3.265287966,42.10294036,1.259061452,111.2229975,1.081798739,1
15,BlackNH,Female,Age_45_54,some_coll_,0.47137,273.0926072,4.458502219,42.65187358,0.682499207,138.0728452,1.394163234,0
16,BlackNH,Female,Age_45_54,some_coll_,0,275.9188311,4.335908999,42.33723763,1.075371424,140.1426191,3.190879921,1
1,BlackNH,Female,Age_55_64,HS_or_less,7.09988,186.9294848,1.321336701,66.57392033,0.668944515,112.9838638,0.532554336,0
2,BlackNH,Female,Age_55_64,HS_or_less,1.29644,187.3712673,2.261521736,66.7549193,1.142159875,113.5483355,0.653107681,1
3,BlackNH,Female,Age_55_64,HS_or_less,23.8576,192.2381891,1.34454936,65.60172722,0.631654826,138.1935525,0.507046783,0
4,BlackNH,Female,Age_55_64,HS_or_less,1.93481,258.7179544,2.059001986,69.70491778,1.529116864,113.8268895,0.509894633,0
5,BlackNH,Female,Age_55_64,HS_or_less,6.43227,174.585034,1.557525979,42.97287848,0.631565042,114.5309893,0.53520037,0
6,BlackNH,Female,Age_55_64,HS_or_less,7.90859,189.592515,2.081798462,68.32657046,0.957456742,140.2703819,0.902244023,1
7,BlackNH,Female,Age_55_64,HS_or_less,0.467817,257.7413428,3.488499813,68.72025749,2.025851315,113.1141533,0.960339547,1
8,BlackNH,Female,Age_55_64,HS_or_less,2.28842,179.6196055,2.619977739,41.24956851,0.635311517,113.8832511,0.692566173,1
9,BlackNH,Female,Age_55_64,HS_or_less,6.64851,181.5687982,1.406936549,42.16430926,0.609808384,137.7983884,0.573017145,0
10,BlackNH,Female,Age_55_64,HS_or_less,0,260.4765368,3.135388303,42.42374054,0.971099891,115.070787,0.990832752,0
11,BlackNH,Female,Age_55_64,HS_or_less,12.5822,266.7895282,2.183689098,72.00542081,1.500378362,139.4583639,0.80494931,0
12,BlackNH,Female,Age_55_64,HS_or_less,3.70743,264.4397236,4.255979323,70.92852464,2.259122889,145.9665595,2.660834238,1
13,BlackNH,Female,Age_55_64,HS_or_less,5.73196,182.5948556,1.912453164,41.02905655,0.642238207,138.5671027,0.901988448,1
14,BlackNH,Female,Age_55_64,HS_or_less,0,266.8374806,3.702635804,41.44064957,1.215132255,114.320534,1.009141436,1
15,BlackNH,Female,Age_55_64,HS_or_less,1.37054,270.0330742,4.052914617,41.98958279,0.727020451,141.1703817,1.362820152,0
16,BlackNH,Female,Age_55_64,HS_or_less,1.97467,272.859298,3.973074424,41.67494684,0.985805559,143.2401555,3.226851933,1
1,BlackNH,Female,Age_55_64,some_coll_,9.90012,187.2273422,1.395626512,68.37024127,0.632039928,111.8651346,0.513837436,0
2,BlackNH,Female,Age_55_64,some_coll_,2.87748,187.6691247,2.285116724,68.55124024,1.108373409,112.4296063,0.733647712,1
3,BlackNH,Female,Age_55_64,some_coll_,30.1424,192.5360465,1.364307788,67.39804816,0.597372639,137.0748233,0.462083821,0
4,BlackNH,Female,Age_55_64,some_coll_,4.06519,259.0158118,2.216725122,71.50123872,1.558359082,112.7081603,0.590389405,0
5,BlackNH,Female,Age_55_64,some_coll_,3.56773,174.8828914,1.608721674,44.76919942,0.554610013,113.4122601,0.492467244,0
6,BlackNH,Female,Age_55_64,some_coll_,6.09141,189.8903723,2.142996004,70.12289139,0.966103051,139.1516527,0.826854971,1
7,BlackNH,Female,Age_55_64,some_coll_,2.53218,258.0392002,3.418379474,70.51657842,2.024596892,111.9954241,1.021445294,1
8,BlackNH,Female,Age_55_64,some_coll_,0.711577,179.9174629,2.695270218,43.04588945,0.592197363,112.7645219,0.763452829,1
9,BlackNH,Female,Age_55_64,some_coll_,12.3515,181.8666556,1.412896579,43.9606302,0.54936273,136.6796592,0.548841924,0
10,BlackNH,Female,Age_55_64,some_coll_,1,260.7743942,3.263487764,44.22006147,0.938829943,113.9520578,0.981408955,0
11,BlackNH,Female,Age_55_64,some_coll_,13.4178,267.0873856,2.22336625,73.80174175,1.459001132,138.3396347,0.802699823,0
12,BlackNH,Female,Age_55_64,some_coll_,3.29257,264.7375809,4.303883944,72.72484557,2.266123191,144.8478303,2.67765383,1
13,BlackNH,Female,Age_55_64,some_coll_,4.26804,182.892713,1.861052947,42.82537749,0.610295133,137.4483735,0.910221856,1
14,BlackNH,Female,Age_55_64,some_coll_,0,267.135338,3.73338612,43.23697051,1.182901638,113.2018048,1.045243027,1
15,BlackNH,Female,Age_55_64,some_coll_,1.62946,270.3309316,4.345303278,43.78590373,0.686619697,140.0516525,1.435862666,0
16,BlackNH,Female,Age_55_64,some_coll_,0.0253289,273.1571554,4.06671732,43.47126778,1.032589709,142.1214263,3.248354476,1
1,BlackNH,Female,Age_65_74,HS_or_less,5.15093,179.5691965,1.50717658,66.95793993,0.709541993,115.32485,0.545234265,0
2,BlackNH,Female,Age_65_74,HS_or_less,0.98919,180.0109789,2.617160641,67.1389389,1.149555606,115.8893217,0.734221294,1
3,BlackNH,Female,Age_65_74,HS_or_less,19.3657,184.8779008,1.39620877,65.98574682,0.53416467,140.5345387,0.432118925,0
4,BlackNH,Female,Age_65_74,HS_or_less,1.55291,251.3576661,2.23910689,70.08893738,1.543722739,116.1678757,0.646171177,0
5,BlackNH,Female,Age_65_74,HS_or_less,2.92019,167.2247457,1.619575849,43.35689808,0.590226992,116.8719755,0.58868356,0
6,BlackNH,Female,Age_65_74,HS_or_less,4.79602,182.2322266,2.131236053,68.71059005,1.061781117,142.6113682,0.903850197,1
7,BlackNH,Female,Age_65_74,HS_or_less,0,250.3810545,3.853538111,69.10427708,2.098106402,115.4551395,1.109767045,1
8,BlackNH,Female,Age_65_74,HS_or_less,0.999068,172.2593172,2.905061875,41.63358811,0.587006295,116.2242374,0.817449453,1
9,BlackNH,Female,Age_65_74,HS_or_less,7.38132,174.2085098,1.580584005,42.54832886,0.595577698,140.1393746,0.668916175,0
10,BlackNH,Female,Age_65_74,HS_or_less,0,253.1162485,3.244685353,42.80776013,0.963281263,117.4117732,1.074234545,0
11,BlackNH,Female,Age_65_74,HS_or_less,7.68541,259.4292399,2.295558744,72.38944041,1.625141259,141.7993502,0.818083731,0
12,BlackNH,Female,Age_65_74,HS_or_less,0.473906,257.0794352,4.81424428,71.31254424,2.42029188,148.3075457,2.632643178,1
13,BlackNH,Female,Age_65_74,HS_or_less,2.0355,175.2345673,2.085246494,41.41307615,0.625393927,140.9080889,0.9262443,1
14,BlackNH,Female,Age_65_74,HS_or_less,0,259.4771923,3.344655457,41.82466917,1.231373421,116.6615202,1.097718258,1
15,BlackNH,Female,Age_65_74,HS_or_less,0.817714,262.6727859,4.338880833,42.37360239,0.794497416,143.5113679,1.359936435,0
16,BlackNH,Female,Age_65_74,HS_or_less,0,265.4990097,4.507017793,42.05896644,0.946209137,145.5811418,3.291032646,1
1,BlackNH,Female,Age_65_74,some_coll_,3.84907,179.8670539,1.596659538,68.75426087,0.703982166,114.2061208,0.559785241,0
2,BlackNH,Female,Age_65_74,some_coll_,1.09777,180.3088363,2.651924859,68.93525984,1.133840319,114.7705925,0.82851346,1
3,BlackNH,Female,Age_65_74,some_coll_,19.6343,185.1757582,1.441811169,67.78206776,0.532307701,139.4158095,0.422866533,0
4,BlackNH,Female,Age_65_74,some_coll_,2.44709,251.6555235,2.400807887,71.88525832,1.585407797,115.0491465,0.736049336,0
5,BlackNH,Female,Age_65_74,some_coll_,1.07981,167.5226031,1.691455568,45.15321902,0.545196396,115.7532463,0.581633223,0
6,BlackNH,Female,Age_65_74,some_coll_,1.20398,182.530084,2.208305212,70.50691099,1.088193079,141.492639,0.849855498,1
7,BlackNH,Female,Age_65_74,some_coll_,0,250.6789119,3.800176445,70.90059802,2.106447921,114.3364103,1.178280807,1
8,BlackNH,Female,Age_65_74,some_coll_,0.00093197,172.5571746,2.98588018,43.42990905,0.576026671,115.1055082,0.898387583,1
9,BlackNH,Female,Age_65_74,some_coll_,3.61868,174.5063672,1.609642769,44.3446498,0.569911644,139.0206454,0.675271783,0
10,BlackNH,Female,Age_65_74,some_coll_,0,253.4141059,3.379877715,44.60408107,0.952066595,116.293044,1.082154413,0
11,BlackNH,Female,Age_65_74,some_coll_,8.31459,259.7270973,2.349541893,74.18576135,1.599620745,140.6806209,0.837441895,0
12,BlackNH,Female,Age_65_74,some_coll_,0.526094,257.3772926,4.864452975,73.10886517,2.43508608,147.1888165,2.656363232,1
13,BlackNH,Female,Age_65_74,some_coll_,0.9645,175.5324246,2.056742976,43.20939709,0.625508706,139.7893597,0.953159741,1
14,BlackNH,Female,Age_65_74,some_coll_,0,259.7750497,3.389878746,43.62099011,1.216200532,115.542791,1.146654369,1
15,BlackNH,Female,Age_65_74,some_coll_,0.182286,262.9706433,4.621398957,44.16992333,0.783752103,142.3926387,1.445515223,0
16,BlackNH,Female,Age_65_74,some_coll_,0,265.7968671,4.59804051,43.85528738,1.014836924,144.4624126,3.317498094,1
1,BlackNH,Female,Age_75_,HS_or_less,1.84795,175.1216957,1.610513973,66.17356319,0.726550414,119.1575672,0.712450678,0
2,BlackNH,Female,Age_75_,HS_or_less,0,175.5634782,2.64087764,66.35456216,1.185802414,119.7220389,0.977323472,1
3,BlackNH,Female,Age_75_,HS_or_less,17.2761,180.4304001,1.439238651,65.20137008,0.576004605,144.3672559,0.64924257,0
4,BlackNH,Female,Age_75_,HS_or_less,2.96257,246.9101653,2.270379221,69.30456064,1.594643012,120.0005929,0.804166514,0
5,BlackNH,Female,Age_75_,HS_or_less,1.28645,162.7772449,1.665956152,42.57252134,0.698772331,120.7046927,0.67336452,0
6,BlackNH,Female,Age_75_,HS_or_less,2.03985,177.7847259,2.269167444,67.92621331,0.978792743,146.4440854,0.910017523,1
