Race,Gender,Education,Age,Rf,ll,ul
WhiteNH,Male,some_coll_,Age_65_74,10,248.9829202,260.3009925
WhiteNH,Male,some_coll_,Age_65_74,11,256.5627451,265.3471505
WhiteNH,Male,some_coll_,Age_65_74,12,249.222243,267.9880433
WhiteNH,Male,some_coll_,Age_65_74,13,172.7325921,180.7879581
WhiteNH,Male,some_coll_,Age_65_74,14,253.9762473,268.0295531
WhiteNH,Male,some_coll_,Age_65_74,15,255.2724132,273.1245744
WhiteNH,Male,some_coll_,Age_65_74,16,258.5537657,275.4956696
WhiteNH,Male,HS_or_less,Age_75_,1,173.7783759,178.9207165
WhiteNH,Male,HS_or_less,Age_75_,2,171.9484123,181.6342451
WhiteNH,Male,HS_or_less,Age_75_,3,179.3990703,183.9174308
WhiteNH,Male,HS_or_less,Age_75_,4,243.8477133,252.4283184
WhiteNH,Male,HS_or_less,Age_75_,5,161.4627741,166.5474168
WhiteNH,Male,HS_or_less,Age_75_,6,174.6681863,183.3569664
WhiteNH,Male,HS_or_less,Age_75_,7,239.9731033,254.3497051
WhiteNH,Male,HS_or_less,Age_75_,8,163.9546585,174.1246754
WhiteNH,Male,HS_or_less,Age_75_,9,168.6013538,173.3763653
WhiteNH,Male,HS_or_less,Age_75_,10,244.3070231,255.4861733
WhiteNH,Male,HS_or_less,Age_75_,11,252.0461732,260.3730061
WhiteNH,Male,HS_or_less,Age_75_,12,245.1464251,262.5731448
WhiteNH,Male,HS_or_less,Age_75_,13,168.1679494,175.8618846
WhiteNH,Male,HS_or_less,Age_75_,14,248.8879526,263.6271316
WhiteNH,Male,HS_or_less,Age_75_,15,251.4387938,267.4674774
WhiteNH,Male,HS_or_less,Age_75_,16,254.2655754,270.2931435
WhiteNH,Male,some_coll_,Age_75_,1,173.8544856,179.4403217
WhiteNH,Male,some_coll_,Age_75_,2,172.1631652,182.015207
WhiteNH,Male,some_coll_,Age_75_,3,179.5684156,184.3438003
WhiteNH,Male,some_coll_,Age_75_,4,243.8008771,253.0708693
WhiteNH,Male,some_coll_,Age_75_,5,161.5654068,167.0404989
WhiteNH,Male,some_coll_,Age_75_,6,174.8060314,183.8148362
WhiteNH,Male,some_coll_,Age_75_,7,240.3796377,254.5388855
WhiteNH,Male,some_coll_,Age_75_,8,164.061267,174.6137816
WhiteNH,Male,some_coll_,Age_75_,9,168.8066483,173.7667856
WhiteNH,Male,some_coll_,Age_75_,10,244.2868229,256.1020883
WhiteNH,Male,some_coll_,Age_75_,11,252.2160886,260.7988054
WhiteNH,Male,some_coll_,Age_75_,12,245.3290757,262.9862091
WhiteNH,Male,some_coll_,Age_75_,13,168.5169802,176.1085686
WhiteNH,Male,some_coll_,Age_75_,14,249.0983615,264.0124374
WhiteNH,Male,some_coll_,Age_75_,15,251.1243483,268.3776378
WhiteNH,Male,some_coll_,Age_75_,16,254.3546467,270.799787
BlackNH,Female,HS_or_less,Age_35_44,1,183.3892538,188.4797101
BlackNH,Female,HS_or_less,Age_35_44,2,181.6360209,191.1165078
BlackNH,Female,HS_or_less,Age_35_44,3,188.835438,193.6509345
